web_scraper_order,web_scraper_start_url,category-link-0,data,image,image2
"1761871380-1","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","",""
"1761871380-2","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkehJWzdIeCfaxv9fTejPufcUe0Mo4czcruxO6bc_QmwKwpR_nta5n0GL32rX3d-liofULq9gGTKJWEutfh4cpqHnTJijRbkHvoc4COKDQyb0hjncw8JkC-yH1tAkd3AUEK9ICmxo6Yw-3XkpA4faHOtR_q0_wRadNYoJHZ3Z9X8xVQtsdfPjJvo_VF8DIM-xIOfeA0AUjw_j3o5ymCiSt-1N1wQ1MRDswoG=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkevydTY9zAyNyTeLmCs6m3_hpEVBuBWhwzXvIfRtUIbAcnqAZ59JzWRDkp6GQB2v0u9V1H9hgB2NQFqr3yfaG13K7YyWglHzjIeFnbM8EOmaGVwuqa_4EsKF_QV8YQJ15cJhCxix66CK16rbP5ntORtgc4-yqT6udVXLkzC94ks07wDjUEBvaEyk4oAZ2rCml08TXSXQkD5s8g3qd9x48-KP_fqCQ4d8Nh3Ozo=w1280"
"1761871380-3","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkdFAdz17UgE5lFDHZIOsSpGXMXUo67Ffm6kjN18kpQpDphRRLPRdq-v3VJ0MVGSwoG1XTB5KGTyleFa3Iz_QDb54Vv6OtLazayvnk6yan3ZxnmUW-mLuRd_ZnzsCe8daNMf9XM7Jm1Cdth44fQmfNRYI05Wmc_titi7hheoWZhwlR7iBKPWh5cnpqweUBewiTcEKibJZlnaUaKvyGJwQePu1o6TyJdVTPl4XdI=w1280",""
"1761871380-4","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkcz0VoHDVweAvZ0M-vNW5nuGaYxquNMVCjggZwgLsm3MNXtZkqk3vCqicqLtfGQCgAo97IptV8Dw8exH4nWsAapcn8BF2-cobvf2TBntIxBqhjYBuTtBzrvX1BBp1SvfFsn5KYZ8h_bcrt788fdVw-Ld7OQGuJi0jj4ivlCSYwE_c-QBOUFQpkPhpifBRTZZmz5YoFdf1yweWrbzElrNtCh9L7nHhSo-4wt=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCke0YnAlOVf9pM2CfJ-3T6N_9VS4CTANGZTAU59cpLHxdqcrCuDaB-th_IeE9TS94c6bcs_AVKIpfS8bXvA4JlDA5k1OAo-MNb3tsYJmGzREhABQvnIHKxB5gdz0QAPnuRnvQE68M6KbYz-dXQDdzAwtoXD5m2uDwwFe8iM5c5j2mN62xqtfNrW2fcCECmQaOEsHlE98K4vNjT58wOP5kZysUA350a2h8ci5FOA=w1280"
"1761871380-5","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkcUMCcrOJntk-hk1zds7fNG_4r1oTkjb41daZu2ZeIwBGvgW50KM0s-JF7l3Vt3LbCbbhD3c2Kv9FacehZkYkbSYnxApls9DOyOapSjBbROd9guXbCVMvXni40ZMgzC6f89SjA-YF9buaeYSJZSO8BdrGaejs2trzg9rD1Xj6AVcu1VuLLakch_xqwV0Z5VSQzUO-V9tN8Ezu2S1pVcAILI1IKwwtlESrGTEUY=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkdhlorracO0XRcMoOPJYKVK1v8i07Qf6gggZcvd2xGZpGkigpAky0OZnp6Mc9o3R8sckB98UkNvkoAqASmSEqh9NrO9LGA8lA7qh1JUzgUoEub-XnzbQVCUMSc0G6H6Cwy6asjB4_Q-3LUDBqcfaXTknJaHMeAdOEuR5kR8ewhiqWR1D7S-8FoFkfMTF5Rbf03JXDjBxBEPiZZFOjsBBb2e5YL8jj0NEfmL=w1280"
"1761871380-6","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkfa83jLhvesZlXR4wzE4r4_aNePBDrauWnpmuiS7C3ieF-_KGLEG6Xt69bxSt9H-VvejclNZ05bbg_IMmGaiFcUWCBXtc537C-vrx25q9nacyrpb0SHHdlFC1TjKQmq2C_KIqGtGGiZrTHN22OMFiS4HCd7oQ3Rt78rPj60Z200Pv4Kgj6yxGW1lHqeYayBl7gyoTd48UNFN2NbARryhl5zRYAA58J5Ibji=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkexsB0MZ30QqQHUuSW6BK16o06CUEz1blDBQ1gpn1njl0CE4Noh2qTO_qD5SphXML4qyXNpfLaqAp6mtD4tMvJ77anFBvVqKyyzYRRfh2pWxy-gHRQDfdzmA3JwVsBrq76qpfnmTyeERvwDTVa2A44usP3f-tqCJeF-1TTQDECkrq-F8eOEUvfyHPW_DFZXrz5OdAkY9vr6ssCG3Om-NRZkN5T-fgPYK1TpHww=w1280"
"1761871380-7","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkfD_x5-bVAt5_gnTLM4oNSh0eJ6t1I6GKzzG8XH5S1-aEgKcX5g3S8WMXCNALuXvB-TNPmsuB3vUkj8zusVySjz1hiAzkhrG1QIlvfliaWaOvFpd--G_PND-StxB-TPJ9SDpPT2Q4JhPVKW5g4MkMwBtzcY22EN-JF8E3Rls-OMW_pkLW4U2qB_vCEYNHd-ODrsILcOASyIkyTB4t73noMpSBGvieGjbW3OhaA=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkdI1JEtywyyy2UG_fRS6LRGmDH8cTXYmhQmFVfWv0GGhIbkqz0-5Vhdv-jivGFxrPGCF4PdDbQMz8B842GOg3wEvMEbEfJGsz02jU--ySKOuq0S4bG88xSN7LAJEUVrXQ94zUvaM4D7eWvNmrbd4hdqxFmdN45NMkpTiYFuS46EFRC8FJEeBA7-Dboawys7wZqJ_MZPs8pz9Gc7XruoXAYS0FbQZJ9ehcpM=w1280"
"1761871380-8","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkejiQ8NAMHAmOsoqSPfGQb1hc5W1njIEOvHDJlv14IPyjZYsfQNiG5CJpXxBvMgeG-OTYzNc4EMImHTdM1lqqb4gq8GrvBEdi9eTc-1k0Q5jFEmb97yfT6DftHgmaThPdCq560xcEBArnOoRB3ES337zPu-5itscBdW9gTvlZEVZLb7JVdJ0C5HyH5bYSillAgMNT5hd8EQyKwZeAakPptYua51yHna9uJtlR8=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkecsiQksfCJXAPluVe3IP-Q_bbSEgTfiIbvJ4r4zWXc1Oerr52H2ZokZpYpHjU2YH94xTYx6juDaY49fuj03yp6u9DLDrGWrdqX46U6VcBOr_6HnMwagiWnL1geWquD_7pwsXqQQJpdnbq8leL_Y3koThMlhE5JTJGyI1i58Eljf1c-z6DIPGsgDzsDi_gGNhPbw7pG9hoLMaTpWLqHoTSIBbqCjs2d8iDNYvA=w1280"
"1761871380-9","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkf5_8cc9vxL8brN4-2Yizl6uM0MvBFgVVuxPQbh1KCN86y3yHaBfuf5sViN0y7_nou7slwmyHKm4kFzA9iZHJh18UkKktNW8NJBj1ARPUePZSIuqAfkpksyQvT4dLJLg9BPkBB18LFu4x-wk4POIs5GCvdqGRUVopsSOTrujSqOFW1mDluS4TbA108J7AwO7D1bhfK6IKqakX177fiuiaIyxldHTo09fwCJg0U=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkfi27rh4eLGUPenUImtbyVlgIvory9R7MHetfa7iSGtyFU_lMcArL7zSg9--6S4U2p2ErKXATTdIj1Qq9AA3APfZ4YTrTyN1WL6_olYY15y5gvoKbNW84ZZiu7zch-4WqwFj-gtBWXrNwFprUDi7sDZUKoy2yVBvhItBtJJVv6Cv5rjfvfu0YoYJAihEjlB-zeDeuNRCHOXN2rr_UmxT1klllcejP8ZlWCe=w1280"
"1761871380-10","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","https://lh3.googleusercontent.com/sitesv/AAzXCkeqgHqvay_1VsvNsfLn0UGHi7NG6PQdbK7xUBTgFPu3es7ugq7QhAycztgRsh_cZXHo9I4UorNzoJB_tGF1Fj2UJ7dh8H7XqFlIwUAXfPNybykQfIWmg3FU9yh6omTN4WelpJQ3ZvQMHdXmjftix9Es-EKNyKeR2oAlffTPJb2XqR6BLg4qhCBmrnNoFYBLtUGSWiYGX5Yn1uEguzpsVYJNmTnxZgelPkaZ=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkevFQ1tW_HGitERHg-5EpJaRaCiybiO6-89gI5J24dZbzdHzfdP9_l9vUvtz1tb43N_4YksWB3qQ5CuAwckycyVxaH9QWEbErX6lgSPFUQa-vsGBLirlqtYzVQC7H0HwFN8JBVFg78-jWq4hZxPAP-lYQ4LCZ2ocUYrQTQ0mlnmpPnjN0TkFMdMbUCUdTu4wrBdZXhlxCuZavAJZhphkvepOoVFKf2qggcybHI=w1280"
"1761871380-11","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","",""
"1761871380-12","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0%D0%B4-%D0%BA%D0%B0%D0%B4%D1%8A%D1%80","","",""
"1761871383-13","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-14","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-15","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-16","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-17","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-18","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-19","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871383-20","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F","","",""
"1761871385-21","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","",""
"1761871385-22","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkeulxe6CtEW3c8X7SkgGl88pnqz4D9dF3BSDDQBwexI1u5gz-fpLVBa2hzQjc5EMNi7SJR1vUx3Zmzz6KhxtCInN9EEBivRUCL4sHI84IfU5ytGqERxzZqmtbnhZB1sSnRpw2QYXzbMOdOx2KS0P2CaO40fzOuceId0L8bo8LdOXsWJrPwCdO7mEfWWQ68OzRsKbrHIIbBEKUo3F0aeRUE_-1p_qxzdMJxbeHk=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCke6mpbw6pX_0wRkHm5z4B5kzNAvtZCAyR0fy78CHXjbStkLTOd2Cy1Q36IJI_2SNXVvc9dIVaWPdzE0zEKRwMlGrKUnjqOkxTT_nfXI3psD4-jV0RiM3cq9naBSRcq1GDl_3x-5EYZJHdPAW8JU4Ps-_C7mpERJQrpRAeOy6Gl5CJ_Gxjx_HFywVhn55X3t57psW9yOIpAApHAS_HwCWDO15UzhnSiEB7uc60c=w1280"
"1761871385-23","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkeLYoRR9bmO6SCuMdd5C-txXktB0Yz8yldlvWsmdRYYiIli2h5vaAD-hZkwf-ZFd5RbPz7sUlwV6Kb-jdImk_hq9H-g-Kpqe-aAOYysbzBDY5Pl5PVBbtxxLi8Aga17eHmLIShFOOalCWouXAdcZhYx4FY1rkQw0p3kAJm5GVfQHAD_u64a3F56xgwQV3_cKJDtsKaScmAdyASO-cHAfohxspmK5jjnSxDawmY=w1280",""
"1761871385-24","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","","https://lh3.googleusercontent.com/sitesv/AAzXCkeLYwWIhsa2goV8iHykgbucrFx1xscpNvaPT4V1upzhkl0FX1xuxFkNwTLATs0sbNMWgEPXEC5c49G9G0ZwPqxwPU-W_iYBSr5qPxkYDax-AfeBUmPjMC42HyKq5HSOvqFjR-T890v1dkt5-NCYIyQ7jUsQz1Vja3dkf7N823z7Nue-6JcViFeKOGyXlz30XNNHm4MhXVPTJsJZTYYrBASlQn0gtUOqSI6i=w1280"
"1761871385-25","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkdOjzzAe4eAsWblNOG1b30oSoPUWPtKRhvibvy3PJcqnWJApdHPNw-C0FphOqYrQjxAV8Zxr2CgT-OJPdMkwR4C_E8i1no5DwOi9v3w8oaFEffnd4gKZnvHTY_LkGLu3j7xRpDV9ffOR5zTHUWZ16xfl9dAdgsWWYhVk457vReNkRBKEmigTFMuTJpQQ6Wr5NWglawCN8AOZmAdqiUcUxmByPmr1Eq2_Wd9=w1280",""
"1761871385-26","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkeI6_nstgy15Xsfat9Yxz-iVXL3-U9v_-xutQ3SKXV1Wc8sVcLOH2CD9C5sszybmLmvaRdWRdYPjnZZj4HgvOHbP2XjRox-KD18j7ngyz6NsoSwgU2ijtcejrTCDzaBxOfx8PzdmcidSVgJeCoLTQShGHiPaJeIdfhv3yj3PFx4REK_tXe6BKkBp5HRxUrxH0Gl0ON-tufXluIx2wmisgwu5zdKlzW6ntKYMSs=w1280",""
"1761871385-27","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkefKNRE44jL8cG9Bwdp3_PQGbU46Wff1ThzRy5Rl_eAURe3ftUV9JYtQaE2yxcbdZ7MmzeZz1QywGG_l1BQL_QgsW13hNVl3EdDLVn4rRSy4j2CPXSdSMUuy2IyDsp2NEZ0fV7xuGp4VTXzPiNVJaGmx9DIqJK2SJmN-4ynBpMgSs5eKVyYUXX8JVeGjh8kvuAUBuzgS_kaOMBe6S9F-p2rpfXovcWmeTU9L34=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkdm8mUMrrXOf4AQ2q-s6T2cuUB1oxNRVrH30ALsydZw3MF6Z4EvhfLI3AVEgwYeXVTFHZiPbIpGBDnt1XlfzE9cDmWcKON2X9EPr21VPeEb_vj_YMRB5shxQijZF7CtaLdU5msA56qqJt8hle2QdJScb867UFqfrcx4dbdCU7rXlaI4H8sqKAhkLBjq1w1SiiLO2RxGnNamTKBH13Xaz_baKh7dN1VXOa6JC3Q=w1280"
"1761871385-28","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","",""
"1761871385-29","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","",""
"1761871387-30","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B4%D1%80%D0%BE%D0%BD-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","",""
"1761871387-31","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B4%D1%80%D0%BE%D0%BD-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkf31n4AMnUFzNuIaDfLbax6Wtrtx9rak2CPzKK4RUpAuIcQfmdh_-Q9lC7jEn_8PWzTXgrlACRCyKFsKasu6TslqZ5-hbnOrd0W6XsI9CUudXcuMZm4WGp84rWmeJnu7uXt_rdcnZf9oeRuYGiv7pxuNeNFMDJriGE8m-wt6PmoZZD_i7LSD9e3ZMVXdxy59srijJOEiTe6javdyA0sWVuGoJ56EMR30xqV=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkeIj5vk9ANMBBjUEkhYnXV4GhKfsFABXrRXUaU5cOvfiXTTCRdhmhR20aqCi7nZ-btoEgu1LwvmUnSYaqHqAaqs9Lme_EF9jMYLtvZVvqnoff6utplgQi9HtF3fg8Gj0DgmhwjfwavsZ2vH_48ZdpuhX18Je06czrK8cNgiMrmrza-1voRo5o8v3BiOYFlN5VtOZMLfOuoOUoBJj-5dhh99V0DQ1NgDnfMw-lU=w1280"
"1761871387-32","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B4%D1%80%D0%BE%D0%BD-%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F","","https://lh3.googleusercontent.com/sitesv/AAzXCkeNQc0dM81D2EzXMkh6nfl6PcrkWpl4SWweHSdwgk3hkEuTiNbaIwYqZjLDa4aJhXdg_J6dppjeB8LPbyccqVL_egrCUbJ--ssQeGQLKOsGOQI5jj1aqlcu8k6Pta1i_e81T9vPzopTnICO2az6-JzPDZALQmOXG2PjrwY6V01nWYXShs791DyA8qVxyKYtUWsuxJZTgC9RNmBMBNRruuDxep7OZOaw9qXxMN0=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCke3TBoeL1JVPSRNZOZfnBIvX1YFrq7hp4FqJF27uwEoXL9KoMGGciIKNkiPwn5hgSck9DxhnKF0N56ONpzNe3zI7JfddC02mXtCa-D9eO2oCSJIcDLCEIncNXNwYibNf0IAlTyUCXAGd0EVvSBC39gZM1JDetxJ67_KhtBq8SsqrlXIuyMMKBBkkUeTTKIGJMtY3GamMhrdcvPe_2Vd5xaKSe0jpYZKozpK=w1280"
